Project Name,URL,Language,Forks,Watchers,Size Byte,Stars,Topics,Contributors,Type
bevacqua/dragula,https://github.com/bevacqua/dragula,JavaScript,1966,21096,1942,21096,"['component', 'drag-and-drop', 'drag-drop', 'dragging', 'front-end', 'javascript', 'vanilla']",41,['Other']
usablica/intro.js,https://github.com/usablica/intro.js,JavaScript,2589,21032,24496,21032,"['cdn', 'guide', 'html', 'introjs', 'javascript', 'minify', 'tour', 'ux']",113,['Web Application']
prisma/prisma,https://github.com/prisma/prisma,TypeScript,741,20978,47616,20978,"['database', 'javascript', 'mariadb', 'mongo', 'mongodb', 'mongodb-orm', 'mssql', 'mysql', 'nodejs', 'orm', 'postgres', 'postgresql', 'prisma', 'prisma-client', 'sql-server', 'sqlite', 'sqlserver', 'typescript']",152,['Other']
portainer/portainer,https://github.com/portainer/portainer,JavaScript,1894,20977,61628,20977,"['docker', 'docker-compose', 'docker-container', 'docker-deployment', 'docker-image', 'docker-swarm', 'docker-ui', 'dockerfile', 'hacktoberfest', 'kubernetes', 'moby', 'portainer', 'ui']",227,['Other']
nsqio/nsq,https://github.com/nsqio/nsq,Go,2685,20974,13777,20974,"['distributed-systems', 'go', 'message-queue', 'messaging', 'nsq', 'queue']",127,['Other']
NativeScript/NativeScript,https://github.com/NativeScript/NativeScript,TypeScript,1563,20958,59945,20958,"['android', 'angular', 'capacitor', 'cross-platform', 'ionic', 'ios', 'java', 'javascript', 'kotlin', 'nativescript', 'objective-c', 'react', 'svelte', 'swift', 'typescript', 'vue']",246,"['Mobile App', 'Web Application']"
komeiji-satori/Dress,https://github.com/komeiji-satori/Dress,Standard ML,4274,20953,2103914,20953,[],370,['Other']
files-community/Files,https://github.com/files-community/Files,C#,1161,20944,123549,20944,"['alternatives', 'csharp', 'developer-tools', 'dotnet', 'file-manager', 'files', 'fluent', 'fluent-design', 'good-first-issue', 'mica', 'power-user', 'productivity', 'utilities', 'uwp', 'windows', 'windows-10', 'windows-11', 'winui', 'xaml']",204,['Other']
kilimchoi/engineering-blogs,https://github.com/kilimchoi/engineering-blogs,Ruby,584,20924,1405,20924,"['engineering-blogs', 'lists', 'programming-blogs', 'software-development', 'tech']",369,['Other']
react-navigation/react-navigation,https://github.com/react-navigation/react-navigation,TypeScript,4551,20909,44900,20909,"['hacktoberfest', 'navigation', 'react', 'react-native', 'react-navigation']",138,['Web Application']
eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,Python,4105,20849,553,20849,"['data-mining', 'data-science', 'deep-learning', 'deep-reinforcement-learning', 'genetic-algorithm', 'machine-learning', 'machine-learning-from-scratch']",9,['AI']
bilibili/flv.js,https://github.com/bilibili/flv.js,JavaScript,3250,20841,1511,20841,[],16,['Other']
paularmstrong/normalizr,https://github.com/paularmstrong/normalizr,JavaScript,851,20839,2953,20839,"['api', 'flux', 'javascript', 'json', 'normalize', 'normalizr', 'reactjs', 'redux']",66,['Web Application']
sharkdp/fd,https://github.com/sharkdp/fd,Rust,548,20787,1331,20787,"['cli', 'command-line', 'filesystem', 'hacktoberfest', 'regex', 'rust', 'search', 'terminal', 'tool']",143,['Other']
swc-project/swc,https://github.com/swc-project/swc,Rust,642,20768,93729,20768,"['babel', 'compiler', 'ecmascript', 'ecmascript-parser', 'javascript', 'parser', 'rust', 'swc', 'typescript', 'typescript-compiler', 'typescript-parser']",146,['Other']
xuxueli/xxl-job,https://github.com/xuxueli/xxl-job,Java,8827,20718,32498,20718,"['distributed', 'glue', 'java', 'job', 'quartz', 'restful', 'schedule', 'scheduler', 'task', 'xxl-job']",81,['Other']
zsh-users/zsh-autosuggestions,https://github.com/zsh-users/zsh-autosuggestions,Shell,1320,20717,573,20717,"['autocomplete', 'autosuggest', 'fish', 'shell', 'zsh', 'zsh-autosuggestions']",48,['Other']
conwnet/github1s,https://github.com/conwnet/github1s,JavaScript,704,20691,14270,20691,['hacktoberfest'],37,['Other']
HeroTransitions/Hero,https://github.com/HeroTransitions/Hero,Swift,1674,20676,30805,20676,"['animation', 'animations', 'carthage', 'custom-transitions', 'hero', 'ios', 'ios-animation', 'ios-framework', 'ios-lib', 'ios-swift', 'ios-transition', 'material-design', 'swift', 'swiftpm', 'transition-animation', 'xcode']",78,"['Mobile App', 'Web Application', 'Framework']"
chenglou/react-motion,https://github.com/chenglou/react-motion,JavaScript,1167,20656,5015,20656,[],72,['Other']
google/gson,https://github.com/google/gson,Java,3994,20626,11201,20626,[],128,['Other']
pugjs/pug,https://github.com/pugjs/pug,JavaScript,1971,20625,14862,20625,[],250,['Other']
getredash/redash,https://github.com/getredash/redash,Python,3616,20604,26715,20604,"['analytics', 'athena', 'bi', 'bigquery', 'business-intelligence', 'dashboard', 'databricks', 'hacktoberfest', 'javascript', 'mysql', 'postgresql', 'python', 'redash', 'redshift', 'spark', 'spark-sql', 'visualization']",408,['Other']
quasarframework/quasar,https://github.com/quasarframework/quasar,JavaScript,2646,20581,125384,20581,"['android', 'browser-extension', 'electron', 'ios', 'javascript', 'material', 'material-components', 'material-design', 'material-theme', 'pwa', 'quasar-framework', 'server-side-rendering', 'ssr', 'vue', 'vue-component', 'vue-components', 'vue3', 'vuejs', 'vuejs3']",525,"['Mobile App', 'Web Application', 'Framework']"
react-bootstrap/react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,TypeScript,3290,20484,29489,20484,"['bootstrap', 'hacktoberfest', 'javascript', 'react', 'react-components', 'typescript']",469,['Web Application']
wangzheng0822/algo,https://github.com/wangzheng0822/algo,Python,6587,20461,1173,20461,[],142,['Other']
ColorlibHQ/gentelella,https://github.com/ColorlibHQ/gentelella,HTML,6845,20451,35068,20451,"['admin-dashboard', 'bootstrap', 'colorlib', 'dashboard', 'html', 'html-template']",71,['Web Application']
jlmakes/scrollreveal,https://github.com/jlmakes/scrollreveal,JavaScript,2181,20450,1114,20450,"['animation', 'css', 'javascript', 'reveal', 'scroll', 'scrollreveal', 'transform', 'transition']",15,['Web Application']
keon/algorithms,https://github.com/keon/algorithms,Python,4219,20449,1367,20449,"['algorithm', 'algorithms', 'competitive-programming', 'data-structure', 'graph', 'python', 'search', 'sort', 'tree']",182,['Other']
SwiftGGTeam/the-swift-programming-language-in-chinese,https://github.com/SwiftGGTeam/the-swift-programming-language-in-chinese,CSS,5154,20421,39531,20421,['hacktoberfest'],261,['Other']
tornadoweb/tornado,https://github.com/tornadoweb/tornado,Python,5424,20414,9413,20414,"['asynchronous', 'python']",422,['Other']
Meituan-Dianping/mpvue,https://github.com/Meituan-Dianping/mpvue,JavaScript,2118,20382,8393,20382,"['mini', 'mpvue', 'vue', 'weapp', 'wxmp']",146,['Web Application']
ehang-io/nps,https://github.com/ehang-io/nps,Go,3685,20351,9189,20351,"['dns', 'firewall', 'go', 'gzip', 'http', 'https', 'nat', 'nps', 'snnapy', 'socks', 'socks5', 'ssh', 'tcp', 'tunnel', 'udp']",35,['Other']
DesignPatternsPHP/DesignPatternsPHP,https://github.com/DesignPatternsPHP/DesignPatternsPHP,PHP,4360,20340,6095,20340,"['code-examples', 'design-pattern', 'design-patterns', 'designpatternsphp', 'hacktoberfest', 'modern-php', 'oop', 'php', 'php8', 'phpunit']",202,['Other']
julycoding/The-Art-Of-Programming-By-July,https://github.com/julycoding/The-Art-Of-Programming-By-July,C,7150,20267,27558,20267,[],115,['Other']
yt-dlp/yt-dlp,https://github.com/yt-dlp/yt-dlp,Python,1469,20224,32837,20224,"['python', 'sponskrub', 'sponsorblock', 'video-downloader', 'youtube-dl', 'youtube-dlc', 'yt-dlp']",1098,['Other']
dnSpy/dnSpy,https://github.com/dnSpy/dnSpy,C#,3904,20223,35047,20223,[],29,['Other']
ApolloAuto/apollo,https://github.com/ApolloAuto/apollo,C++,8180,20209,2589366,20209,"['apollo', 'autonomous-driving', 'autonomous-vehicles', 'autonomy', 'self-driving-car']",370,['Other']
haizlin/fe-interview,https://github.com/haizlin/fe-interview,JavaScript,2799,20195,7038,20195,"['css', 'fe-interview', 'front-end', 'frontend', 'frontend-interview', 'html', 'interview', 'interview-questions', 'javascript', 'js', 'node', 'nodejs', 'react', 'resume', 'vue']",9,['Web Application']
StevenBlack/hosts,https://github.com/StevenBlack/hosts,Python,1783,20170,364904,20170,"['ad-blocker', 'anti-virus', 'curated-sources', 'gambling-filter', 'hosts', 'malware', 'porn-filter', 'pornblocker', 'privacy', 'protection', 'python', 'ransomware', 'security', 'social-media-filter', 'trojans', 'unified-hosts']",127,['Other']
postcss/autoprefixer,https://github.com/postcss/autoprefixer,JavaScript,1246,20169,7869,20169,"['css', 'postcss-plugins', 'prefixer']",195,['Web Application']
git-tips/tips,https://github.com/git-tips/tips,JavaScript,1711,20147,483,20147,"['git', 'tips', 'tips-and-tricks']",80,['Other']
localForage/localForage,https://github.com/localForage/localForage,JavaScript,1174,20134,4861,20134,"['indexeddb', 'javascript', 'localforage', 'localstorage', 'offline', 'storage', 'websql']",111,['Web Application']
eslint/eslint,https://github.com/eslint/eslint,JavaScript,3598,20114,29805,20114,"['ecmascript', 'eslint', 'javascript', 'linter', 'static-code-analysis']",971,['Other']
coolsnowwolf/lede,https://github.com/coolsnowwolf/lede,C,16490,20095,274432,20095,"['lede', 'lua', 'openwrt', 'openwrt-feed', 'openwrt-package', 'openwrt-shadowsocksr-libev-full', 'openwrt-zh-cn']",323,['Other']
nefe/You-Dont-Need-jQuery,https://github.com/nefe/You-Dont-Need-jQuery,JavaScript,1825,20091,707,20091,[],101,['Other']
yeasy/docker_practice,https://github.com/yeasy/docker_practice,Go,5213,20055,11849,20055,"['book', 'cloud-computing', 'container', 'devops', 'docker', 'kubernetes', 'linux', 'mesos', 'spark', 'swarm']",109,['Other']
facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Python,5455,20033,5849,20033,[],202,['Other']
nicolargo/glances,https://github.com/nicolargo/glances,Python,1277,20029,38773,20029,"['monitoring', 'multi-platform', 'python', 'restful', 'restful-api', 'system', 'terminal', 'web']",153,['Web Application']
vuejs/vuepress,https://github.com/vuejs/vuepress,JavaScript,4340,20022,14961,20022,"['blog-engine', 'docs-generator', 'seo', 'static-site-generator', 'vue', 'vuepress']",370,['Web Application']
alpinejs/alpine,https://github.com/alpinejs/alpine,HTML,882,19991,6552,19991,[],195,['Other']
ReactiveCocoa/ReactiveCocoa,https://github.com/ReactiveCocoa/ReactiveCocoa,Swift,3566,19990,17115,19990,"['reactivecocoa', 'reactiveswift', 'swift']",261,['Web Application']
OWASP/CheatSheetSeries,https://github.com/OWASP/CheatSheetSeries,Python,2835,19988,914788,19988,"['application-security', 'appsec', 'best-practices', 'cheatsheets', 'code', 'owasp', 'security']",250,['Other']
sirupsen/logrus,https://github.com/sirupsen/logrus,Go,2097,19983,998,19983,"['go', 'logging', 'logrus']",285,['Other']
floating-ui/floating-ui,https://github.com/floating-ui/floating-ui,TypeScript,1294,19969,15170,19969,"['dropdown', 'hacktoberfest', 'popover', 'popovers', 'position', 'positioning', 'positioning-engine', 'tooltip', 'tooltip-position']",46,['Other']
docsifyjs/docsify,https://github.com/docsifyjs/docsify,JavaScript,4847,19956,23888,19956,"['doc', 'docs', 'docsify', 'documentation', 'documentation-tool', 'github-pages', 'markdown', 'vue']",174,['Web Application']
petkaantonov/bluebird,https://github.com/petkaantonov/bluebird,JavaScript,2411,19951,15124,19951,[],235,['Other']
babysor/MockingBird,https://github.com/babysor/MockingBird,JavaScript,2768,19948,127769,19948,"['ai', 'deep-learning', 'pytorch', 'speech']",20,['AI']
Kong/insomnia,https://github.com/Kong/insomnia,JavaScript,1201,19923,82528,19923,"['api', 'api-client', 'api-design', 'curl', 'electron-app', 'graphql', 'grpc', 'http-client', 'rest-api']",234,['Web Application']
dotnet-architecture/eShopOnContainers,https://github.com/dotnet-architecture/eShopOnContainers,C#,8522,19916,655009,19916,"['ddd', 'ddd-patterns', 'docker', 'microservices', 'netcore', 'spa', 'windowscontainers', 'xamarin']",190,['Other']
viatsko/awesome-vscode,https://github.com/viatsko/awesome-vscode,JavaScript,1081,19901,10786,19901,"['awesome', 'awesome-list', 'list', 'visual-studio', 'visual-studio-code', 'visual-studio-code-extension', 'visual-studio-code-theme', 'visualstudio', 'vscode', 'vscode-extension', 'vscode-theme']",189,['Other']
BradLarson/GPUImage,https://github.com/BradLarson/GPUImage,Objective-C,4615,19896,44862,19896,[],161,['Other']
JohnCoates/Aerial,https://github.com/JohnCoates/Aerial,Swift,1019,19894,19753,19894,[],55,['Other']
apache/incubator-mxnet,https://github.com/apache/incubator-mxnet,C++,6888,19878,97860,19878,['mxnet'],974,['Other']
elixir-lang/elixir,https://github.com/elixir-lang/elixir,Elixir,2841,19867,53388,19867,[],1265,['Other']
jaredhanson/passport,https://github.com/jaredhanson/passport,JavaScript,1159,19857,554,19857,"['express', 'nodejs', 'oauth', 'oauth2', 'openid', 'openid-connect', 'passport', 'saml']",38,['Other']
ruanyf/es6tutorial,https://github.com/ruanyf/es6tutorial,JavaScript,8661,19852,5618,19852,[],219,['Other']
facebookarchive/pop,https://github.com/facebookarchive/pop,Objective-C++,2922,19826,646,19826,[],68,['Other']
enzymejs/enzyme,https://github.com/enzymejs/enzyme,JavaScript,2104,19823,7733,19823,"['assertion-library', 'assertions', 'ava', 'chai', 'enzyme', 'jest', 'mocha', 'react', 'react-components', 'test', 'test-runner', 'test-runners', 'testing', 'traversal']",397,['Web Application']
vercel/pkg,https://github.com/vercel/pkg,JavaScript,851,19822,41381,19822,"['binaries', 'cli', 'compiler', 'nodejs']",59,['Other']
coreybutler/nvm-windows,https://github.com/coreybutler/nvm-windows,Go,2110,19792,5434,19792,"['go', 'management', 'node', 'nodejs', 'nvm', 'switch', 'version', 'version-manager', 'versioning', 'windows']",65,['Other']
numpy/numpy,https://github.com/numpy/numpy,Python,6622,19775,106115,19775,"['numpy', 'python']",1406,['Other']
necolas/react-native-web,https://github.com/necolas/react-native-web,JavaScript,1660,19771,51778,19771,"['css-in-js', 'gui-framework', 'react', 'react-components', 'react-native', 'react-native-web']",159,"['Web Application', 'Framework']"
uglide/RedisDesktopManager,https://github.com/uglide/RedisDesktopManager,C++,3090,19767,78532,19767,"['database-gui', 'redis', 'redis-gui', 'redis-gui-client']",79,['Other']
sebastianruder/NLP-progress,https://github.com/sebastianruder/NLP-progress,Python,3388,19766,1528,19766,"['dialogue', 'machine-learning', 'machine-translation', 'named-entity-recognition', 'natural-language-processing', 'nlp-tasks']",291,['AI']
yewstack/yew,https://github.com/yewstack/yew,Rust,983,19763,8015,19763,"['asmjs', 'concurrency', 'elm', 'emscripten', 'gui', 'hacktoberfest', 'jsx', 'multithreading', 'rust', 'wasm', 'web', 'web-framework', 'webworkers']",293,"['Web Application', 'Framework']"
onevcat/Kingfisher,https://github.com/onevcat/Kingfisher,Swift,2260,19755,5477,19755,"['cache', 'filters', 'image', 'image-processor', 'ios', 'kingfisher', 'macos', 'swift', 'xcode']",198,['Mobile App']
goldfire/howler.js,https://github.com/goldfire/howler.js,JavaScript,2024,19751,32182,19751,"['audio', 'audio-library', 'howler', 'html5-audio', 'javascript', 'playback', 'volume', 'web-audio']",111,['Web Application']
SamyPesse/How-to-Make-a-Computer-Operating-System,https://github.com/SamyPesse/How-to-Make-a-Computer-Operating-System,C,3368,19746,5986,19746,[],40,['Other']
withastro/snowpack,https://github.com/withastro/snowpack,JavaScript,991,19734,83687,19734,[],411,['Other']
libgdx/libgdx,https://github.com/libgdx/libgdx,Java,6273,19705,1100634,19705,"['2d', '3d', 'android', 'cross-platform', 'framework', 'game', 'html5', 'ios', 'java', 'libgdx', 'linux', 'macosx', 'windows']",658,"['Mobile App', 'Web Application', 'Framework']"
ageron/handson-ml2,https://github.com/ageron/handson-ml2,Jupyter Notebook,9678,19663,150641,19663,[],74,['Other']
Reactive-Extensions/RxJS,https://github.com/Reactive-Extensions/RxJS,JavaScript,2222,19647,67978,19647,[],296,['Other']
highlightjs/highlight.js,https://github.com/highlightjs/highlight.js,JavaScript,3290,19627,14680,19627,"['highlighting', 'javascript', 'language-grammars', 'syntax-highlighter', 'syntax-highlighting']",658,['Other']
homebridge/homebridge,https://github.com/homebridge/homebridge,TypeScript,1885,19623,3961,19623,"['hap', 'homebridge', 'homekit', 'homekit-accessory-protocol', 'homekit-api', 'homekit-bridge', 'siri']",116,['Web Application']
avajs/ava,https://github.com/avajs/ava,JavaScript,1419,19616,12853,19616,"['assert', 'async', 'async-functions', 'ava', 'babel', 'cli', 'cli-app', 'concurrency', 'hacktoberfest', 'javascript', 'node', 'nodejs', 'performance', 'tap', 'tdd', 'test-framework', 'test-runner', 'testing', 'unicorns', 'unit-testing']",298,"['Web Application', 'Framework']"
ReactiveX/RxAndroid,https://github.com/ReactiveX/RxAndroid,Java,3004,19595,970,19595,[],78,['Other']
tipsy/profile-summary-for-github,https://github.com/tipsy/profile-summary-for-github,Vue,482,19527,3258,19527,"['github-api', 'javalin', 'kotlin', 'webapp']",10,['Web Application']
michalsnik/aos,https://github.com/michalsnik/aos,JavaScript,2120,19503,1636,19503,[],22,['Other']
Seldaek/monolog,https://github.com/Seldaek/monolog,PHP,1795,19494,3571,19494,"['hacktoberfest', 'logger', 'logging', 'php', 'psr-3']",462,['Other']
railsware/upterm,https://github.com/railsware/upterm,TypeScript,660,19420,7811,19420,"['console', 'electron', 'pty', 'react', 'shell', 'terminal', 'terminal-emulators', 'terminals', 'tty', 'typescript']",72,['Web Application']
Pierian-Data/Complete-Python-3-Bootcamp,https://github.com/Pierian-Data/Complete-Python-3-Bootcamp,Jupyter Notebook,66873,19358,25196,19358,[],4,['Other']
jhipster/generator-jhipster,https://github.com/jhipster/generator-jhipster,JavaScript,3790,19348,108576,19348,"['angular', 'cloud', 'docker', 'generator', 'hacktoberfest', 'java', 'jhipster', 'kubernetes', 'react', 'spring-boot', 'webpack', 'yeoman-generator']",880,['Web Application']
ray-project/ray,https://github.com/ray-project/ray,Python,3316,19347,165237,19347,"['automl', 'data-science', 'deep-learning', 'deployment', 'distributed', 'hyperparameter-optimization', 'hyperparameter-search', 'java', 'machine-learning', 'model-selection', 'optimization', 'parallel', 'python', 'ray', 'reinforcement-learning', 'rllib', 'serving']",636,['AI']
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,JavaScript,4562,19344,803,19344,"['rtfm', 'stfw', 'translation']",45,['Other']
DrKLO/Telegram,https://github.com/DrKLO/Telegram,Java,6706,19343,335251,19343,['telegram'],18,['Other']
k3s-io/k3s,https://github.com/k3s-io/k3s,Go,1697,19303,572482,19303,"['k8s', 'kubernetes']",158,['Other']
notable/notable,https://github.com/notable/notable,TypeScript,972,19296,8943,19296,"['cross-platform', 'electron', 'linux', 'mac', 'markdown', 'note', 'react', 'windows']",21,['Web Application']
parse-community/parse-server,https://github.com/parse-community/parse-server,JavaScript,4617,19295,31107,19295,"['baas', 'backend', 'file-storage', 'graphql', 'graphql-api', 'graphql-relay', 'graphql-server', 'hacktoberfest', 'mbaas', 'mongodb', 'nodejs', 'notifications', 'object-storage', 'parse-platform', 'parse-server', 'postgres', 'relay', 'rest-api']",313,['Web Application']
photoprism/photoprism,https://github.com/photoprism/photoprism,Go,1051,19266,90078,19266,"['ai', 'golang', 'google-photos', 'machine-learning', 'photography', 'private-cloud', 'self-hosted', 'tensorflow']",99,['AI']
yuzu-emu/yuzu,https://github.com/yuzu-emu/yuzu,C++,1614,19258,70036,19258,"['c-plus-plus', 'cpp', 'emulation', 'emulator', 'switch']",289,['Other']
microsoft/cascadia-code,https://github.com/microsoft/cascadia-code,Python,647,19251,18542,19251,[],15,['Other']
youzan/vant,https://github.com/youzan/vant,TypeScript,9214,19218,189498,19218,"['components', 'mobile', 'ui-kit', 'ui-library', 'vant', 'vue', 'vue3']",232,['Web Application']
ftlabs/fastclick,https://github.com/ftlabs/fastclick,HTML,3317,18693,322,18693,[],54,['Other']
validatorjs/validator.js,https://github.com/validatorjs/validator.js,JavaScript,1887,19202,5226,19202,"['hacktoberfest', 'input', 'javascript', 'node', 'sanitization', 'sanitize', 'validate', 'validation', 'validations', 'validator']",422,['Other']
bitcoinbook/bitcoinbook,https://github.com/bitcoinbook/bitcoinbook,AsciiDoc,5104,19196,48491,19196,[],206,['Other']
afollestad/material-dialogs,https://github.com/afollestad/material-dialogs,Kotlin,3148,19181,265793,19181,"['alert', 'android', 'androidx', 'bottomsheets', 'dialogs', 'kotlin', 'material-design']",110,['Mobile App']
v8/v8,https://github.com/v8/v8,C++,3589,19175,1300193,19175,"['compiler', 'interpreter', 'javascript', 'javascript-engine', 'virtual-machine']",895,['Other']
js-cookie/js-cookie,https://github.com/js-cookie/js-cookie,JavaScript,2025,19143,693,19143,"['cookie', 'javascript']",58,['Other']
qishibo/AnotherRedisDesktopManager,https://github.com/qishibo/AnotherRedisDesktopManager,JavaScript,1873,19141,6175,19141,"['redis-client', 'redis-cluster', 'redis-desktop-manager', 'redis-gui', 'redis-sentinel', 'redis-ssh-ssl']",24,['Other']
tsenart/vegeta,https://github.com/tsenart/vegeta,Go,1199,19126,1748,19126,"['benchmarking', 'go', 'http', 'load-testing']",60,['Other']
PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Python,4008,19119,266641,19119,"['chineseocr', 'crnn', 'db', 'ocr', 'ocrlite']",90,['Other']
sudheerj/reactjs-interview-questions,https://github.com/sudheerj/reactjs-interview-questions,JavaScript,4570,19117,1847,19117,"['interview-preparation', 'interview-questions', 'javascript', 'javascript-applications', 'javascript-framework', 'javascript-interview-questions', 'react', 'react-interview-questions', 'react-native', 'react-router', 'react16', 'reactjs', 'redux']",73,"['Web Application', 'Framework']"
mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,C++,3428,19113,50672,19113,"['deep-learning', 'deepspeech', 'embedded', 'machine-learning', 'neural-networks', 'offline', 'on-device', 'speech-recognition', 'speech-to-text', 'tensorflow']",162,['AI']
segmentio/nightmare,https://github.com/segmentio/nightmare,JavaScript,1156,19112,2627,19112,"['browser', 'chrome', 'electron', 'headless-chrome', 'phantomjs']",129,['Web Application']
electron-react-boilerplate/electron-react-boilerplate,https://github.com/electron-react-boilerplate/electron-react-boilerplate,TypeScript,3207,19105,15001,19105,"['babel', 'boilerplate', 'electron', 'eslint', 'javascript', 'react', 'typescript', 'webpack']",124,['Web Application']
felixrieseberg/windows95,https://github.com/felixrieseberg/windows95,TypeScript,1161,19094,2873,19094,[],14,['Other']
statelyai/xstate,https://github.com/statelyai/xstate,TypeScript,892,19076,76900,19076,"['hacktoberfest', 'interpreter', 'orchestration', 'scxml', 'state', 'state-machine', 'state-management', 'statechart', 'visualizer', 'workflow']",284,['Other']
envoyproxy/envoy,https://github.com/envoyproxy/envoy,C++,3565,19070,137712,19070,"['cars', 'cats', 'cats-over-dogs', 'cncf', 'corgis', 'more-cats', 'nanoservices', 'rocket-ships']",929,['Other']
marmelab/react-admin,https://github.com/marmelab/react-admin,TypeScript,4210,19035,191677,19035,"['admin', 'admin-dashboard', 'admin-on-rest', 'admin-ui', 'frontend-framework', 'graphql', 'material-ui', 'react', 'react-admin', 'reactjs', 'rest', 'single-page-app']",512,"['Web Application', 'Framework']"
xi-editor/xi-editor,https://github.com/xi-editor/xi-editor,Rust,699,19012,9553,19012,[],166,['Other']
libuv/libuv,https://github.com/libuv/libuv,C,3062,19003,16876,19003,"['asynchronous', 'deep-io', 'io', 'networking', 'unicorns', 'unix', 'velociraptors', 'windows']",501,['Other']
neoclide/coc.nvim,https://github.com/neoclide/coc.nvim,TypeScript,763,18986,37718,18986,"['autocompletion', 'language-client', 'lsp', 'neovim-plugin', 'nvim', 'vim', 'vim-plugin']",204,['Other']
deezer/spleeter,https://github.com/deezer/spleeter,Python,2081,18983,9483,18983,"['audio-processing', 'bass', 'deep-learning', 'deezer', 'drums', 'model', 'pretrained-models', 'python', 'tensorflow', 'vocals']",19,['AI']
benweet/stackedit,https://github.com/benweet/stackedit,JavaScript,2591,18981,37337,18981,"['blogger', 'couchdb', 'dropbox', 'editor', 'gist', 'github', 'gitlab', 'google-drive', 'javascript', 'markdown', 'offline', 'stackedit', 'wordpress', 'zendesk']",10,['Other']
google/ExoPlayer,https://github.com/google/ExoPlayer,Java,5587,18974,162672,18974,"['android', 'exoplayer', 'java', 'mediaplayer']",280,['Mobile App']
Homebrew/homebrew-cask,https://github.com/Homebrew/homebrew-cask,Ruby,9667,18958,298356,18958,"['cask', 'hacktoberfest', 'homebrew']",9496,['Other']
verekia/js-stack-from-scratch,https://github.com/verekia/js-stack-from-scratch,JavaScript,1927,18934,1807,18934,"['bootstrap', 'eslint', 'flow', 'heroku', 'immutablejs', 'javascript', 'jest', 'jss', 'nodemon', 'pm2', 'react', 'react-router', 'redux', 'server-side-rendering', 'sinon', 'socket-io', 'stack', 'tutorial', 'webpack', 'yarn']",40,['Web Application']
trekhleb/homemade-machine-learning,https://github.com/trekhleb/homemade-machine-learning,Jupyter Notebook,3542,18923,14824,18923,"['algorithm', 'jupyter', 'jupyter-notebook', 'machine-learning', 'machine-learning-algorithms', 'machinelearning', 'python']",2,['AI']
ruby/ruby,https://github.com/ruby/ruby,Ruby,5809,18914,277017,18914,"['c', 'language', 'object-oriented', 'ruby', 'ruby-language']",517,['Other']
zyedidia/micro,https://github.com/zyedidia/micro,Go,977,18911,12644,18911,"['command-line', 'cross-platform', 'editor', 'go', 'golang', 'micro', 'terminal', 'text-editor']",244,['Other']
drduh/macOS-Security-and-Privacy-Guide,https://github.com/drduh/macOS-Security-and-Privacy-Guide,Python,1356,18880,1717,18880,"['apple', 'disk-encryption', 'dnscrypt-proxy', 'macbook-configuration', 'macbook-security', 'macos', 'macos-security', 'macos-setup', 'osx', 'privacy', 'security']",87,['Other']
MustangYM/WeChatExtension-ForMac,https://github.com/MustangYM/WeChatExtension-ForMac,Objective-C,3250,18831,197599,18831,"['alfred', 'macos', 'wechat', 'wechat-macos', 'wechat-plugin', 'weixin-plugin']",22,['Other']
slidevjs/slidev,https://github.com/slidevjs/slidev,TypeScript,654,18830,27195,18830,"['presentation', 'slides', 'vite', 'vue', 'vueuse', 'windicss']",68,['Web Application']
Light-City/CPlusPlusThings,https://github.com/Light-City/CPlusPlusThings,C++,4641,18811,1172,18811,[],21,['Other']
ShareX/ShareX,https://github.com/ShareX/ShareX,C#,2437,18803,59842,18803,"['capture', 'color-picker', 'csharp', 'dropbox', 'file-sharing', 'file-upload', 'ftp', 'gif', 'gif-recorder', 'image-annotation', 'imgur', 'ocr', 'productivity', 'region-capture', 'screen-capture', 'screen-recorder', 'screenshot', 'share', 'sharex', 'url-shortener']",240,['Other']
apache/skywalking,https://github.com/apache/skywalking,Java,5553,18799,161990,18799,"['apm', 'dapper', 'distributed-tracing', 'logging', 'metrics', 'observability', 'open-telemetry', 'prometheus', 'service-mesh', 'skywalking', 'web-performance', 'zabbix']",410,['Web Application']
DIYgod/RSSHub,https://github.com/DIYgod/RSSHub,JavaScript,3737,18784,71996,18784,"['bilibili', 'disqus', 'douban', 'douyin', 'douyu', 'dribbble', 'instagram', 'iqiyi', 'jike', 'juejin', 'pixiv', 'rss', 'tieba', 'twitter', 'v2ex', 'wechat', 'weibo', 'youtube', 'zhihu', 'zimuzu']",761,['Other']
Popmotion/popmotion,https://github.com/Popmotion/popmotion,JavaScript,668,18779,53800,18779,"['animation', 'css', 'javascript-motion-engine', 'motion', 'physics', 'popmotion', 'svg', 'tween']",69,['Web Application']
davideuler/architecture.of.internet-product,https://github.com/davideuler/architecture.of.internet-product,HTML,4423,18747,700453,18747,"['architecture', 'architecture-guidelines', 'architecture-of-internet-product', 'internet-architecutre']",3,['Other']
